"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FBgn0029820",0.672428787929849,3.95103927219508,4.39004627106621,0.00101855659562549,0.00346074013822697,-1.17193304080361
"FBgn0029822",-0.0199340614869952,3.95147765582588,-0.147060472100681,0.885679885035347,0.911113260112376,-7.23088026246046
"FBgn0029823",-1.82129673754,6.7526634391878,-4.61293930304593,0.000701484286319469,0.00254358481881579,-0.940940399907522
"FBgn0029819",0.205991690578085,4.70771025066913,2.34511791465467,0.0382879813161408,0.0671325737664004,-4.92330739509375
"FBgn0014340",-0.245213688386134,3.93024538589831,-1.82881963008813,0.093967337645692,0.141269965750816,-5.64151722094951
"FBgn0029818",-0.296702760368133,6.03245683273624,-3.20240599019952,0.00817024028673259,0.0188532099827729,-3.45933597370853
"FBgn0029813",-1.54395549081992,1.0931147763602,-3.56114585779006,0.00429660647331015,0.0111964680218701,-1.80508303882279
"FBgn0013987",0.860205879201971,6.4423150245981,7.85676910919243,6.64345764060313e-06,5.86138118874934e-05,3.95131477808403
"FBgn0029800",-0.651389815734867,2.97773588999969,-3.65769035361154,0.00362003984093271,0.00972457350666781,-2.20074432205544
"FBgn0261383",0.107743476179393,5.11862847931358,0.590606225414856,0.566429356925184,0.639299728248532,-7.18260371737775
"FBgn0052758",0.77452857741824,5.70089981292414,3.52844690478913,0.00455413166346374,0.0117147462853196,-2.84351741704739
"FBgn0053080",-2.02027460085408,2.79244203272548,-2.41967067724102,0.0335211528217725,0.0601750392585393,-4.11872594895219
"FBgn0027564",-0.234653205457353,4.20046776421324,-1.41392167027921,0.184386029380197,0.25004511091306,-6.29108691400151
"FBgn0029789",0.818678018057752,4.20792782030254,6.39104927548093,4.58483575089118e-05,0.000278057922551973,2.02377906662542
"FBgn0046687",3.27338618049893,5.7747647413311,14.4934940661256,1.21524598151482e-08,1.16855495169873e-06,10.4844359185053
"FBgn0015794",0.17738903323789,4.89727011945185,1.07759081511436,0.303722090035462,0.38019887529619,-6.77536398669881
"FBgn0029824",0.376504356603961,4.28174989123932,1.93881007074613,0.077945415777806,0.12109377094052,-5.53393416302514
"FBgn0029825",0.815098826109863,3.58808116974787,3.70632595141989,0.00332172484704501,0.00903766388019543,-2.32471778868588
"FBgn0052756",0.967667400576935,2.71195657336754,4.02458449969397,0.00190327940319489,0.0057452151501645,-1.50207293028953
"FBgn0029826",-0.754091389476248,1.28334482089157,-0.751074002114513,0.467988260192761,0.5456378757959,-5.90835941958211
"FBgn0029828",-2.89667596426148,1.79033042478313,-1.68102350713446,0.120208474696727,0.173681995469293,-4.91850689236672
"FBgn0029830",-0.618617278714604,3.98066718226711,-0.996335304472588,0.339980530320586,0.41870200801868,-6.73932516139632
